"seqID","kbase_suffix","Domain","Phylum","Class","Order","Family","Genus","Species","FastANI Reference","FastANI Reference Radius","FastANI Taxonomy","FastANI ANI","FastANI Alignment Fraction","Closest Placement Reference","Closest Placement Taxonomy","Closest Placement ANI","Closest Placement Alignment Fraction","Classification Method","Note","Other Related References","MSA AA Percent","RED Value","Warnings","kbase_file","Marker Lineage","# Genomes","# Markers","# Marker Sets","0","1","2","3","4","5+","Completeness","Contamination","Contamination level"
"391","TCS_genomes_23","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_M","GCF_001648775.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_M","98.21","0.932","GCF_001648775.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_M","98.21","0.932","ani_screen","classification based on ANI only","GCF_005938625.1, s__Pseudomonas_E fluo...","96.92","-","-","TCS_genomes_23_DRAM","o__Pseudomonadales",185,813,308,0,809,4,0,0,0,100,0.32,"Very low"
"392","TCS_genomes_23","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_019200975.1, s__Pseudomonas_E sp01...","97.76","0.98515","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_23_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.54,"Very low"
"393","TCS_genomes_23","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Serratia_J","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_012719855.1, s__Serratia_J liquefa...","97.4","0.99099","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_23_DRAM","f__Enterobacteriaceae",55,546,224,1,543,2,0,0,0,99.98,0.89,"Very low"
"394","TCS_genomes_23","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Serratia_J","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_012719855.1, s__Serratia_J liquefa...","97.4","0.99099","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_23_DRAM","f__Enterobacteriaceae",55,546,224,1,543,2,0,0,0,99.98,0.89,"Very low"
"395","TCS_genomes_23","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Serratia_J","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_012719855.1, s__Serratia_J liquefa...","97.4","0.99099","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_23_DRAM","f__Enterobacteriaceae",55,546,224,1,544,1,0,0,0,99.98,0.45,"Very low"
"396","TCS_genomes_23","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_000739735.1, s__Paraburkholderia g...","95.87","0.99407","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_23_DRAM","o__Burkholderiales",107,574,251,2,568,4,0,0,0,99.55,0.65,"Very low"
"397","TCS_genomes_23","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_021605415.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E syringae_S","87.04","0.774","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_004683905.1, s__Pseudomonas_E puti...","98.47","0.99327","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_23_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"398","TCS_genomes_23","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Rahnella","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_004330295.1, s__Rahnella victorian...","98.21","0.9914","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_23_DRAM","f__Enterobacteriaceae",55,546,224,0,542,4,0,0,0,100,0.52,"Very low"
"399","TCS_genomes_23","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_018502625.1, s__Pseudomonas_E fluo...","97.8","0.99709","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_23_DRAM","o__Pseudomonadales",185,813,308,0,807,6,0,0,0,100,0.97,"Very low"
"4","TCS_genomes_1","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_021605415.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E syringae_S","89.18","0.847","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_021018765.1, s__Pseudomonas_E sp02...","97.7","0.9966","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_1_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.27,"Very low"
"40","TCS_genomes_3","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_021605415.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E syringae_S","89.12","0.854","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_021018765.1, s__Pseudomonas_E sp02...","91.96","0.99635","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,779,33,1,0,0,100,5.42,"Medium"
"400","TCS_genomes_23","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_021605415.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E syringae_S","86.8","0.777","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_000282275.2, s__Pseudomonas_E sp00...","98.49","0.99331","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_23_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"41","TCS_genomes_3","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E kilonensis","GCF_001269885.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E kilonensis","96.31","0.888","GCF_001269885.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E kilonensis","96.31","0.888","ani_screen","classification based on ANI only","GCF_008801605.1, s__Pseudomonas_E bras...","97.44","-","-","TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"42","TCS_genomes_3","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E viridiflava_D","GCF_900590885.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E viridiflava_D","98.85","0.935","GCF_900590885.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E viridiflava_D","98.85","0.935","ani_screen","classification based on ANI only","GCF_002843605.1, s__Pseudomonas_E sp00...","76.92","-","Genome has more than 21.7% of markers with multiple hits","TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,662,148,3,0,0,100,16.98,"Very high"
"43","TCS_genomes_3","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_022662375.1, s__Pseudomonas_E sp02...","98.57","0.99769","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.19,"Very low"
"44","TCS_genomes_3","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp009764645","GCF_009764645.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp009764645","98.49","0.961","GCF_009764645.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp009764645","98.49","0.961","ani_screen","classification based on ANI only","GCF_001297015.1, s__Pseudomonas_E sp00...","97.76","-","-","TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"45","TCS_genomes_3","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_902497745.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_BM","92.42","0.851","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_000783395.1, s__Pseudomonas_E helm...","97.76","0.9992","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.27,"Very low"
"46","TCS_genomes_3","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_902497745.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_BM","92.45","0.843","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_000783395.1, s__Pseudomonas_E helm...","97.76","0.9992","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.27,"Very low"
"47","TCS_genomes_3","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_018138145.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E koreensis_A","93.6","0.891","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_022662375.1, s__Pseudomonas_E sp02...","97.76","0.99923","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,0.24,"Very low"
"48","TCS_genomes_3","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E viridiflava_D","GCF_900590885.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E viridiflava_D","98.88","0.924","GCF_900590885.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E viridiflava_D","98.88","0.924","ani_screen","classification based on ANI only","GCF_002843605.1, s__Pseudomonas_E sp00...","96.13","-","-","TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,0.93,"Very low"
"49","TCS_genomes_3","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E paracarnis","GCF_904063055.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E paracarnis","99.25","0.924","GCF_904063055.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E paracarnis","99.25","0.924","ani_screen","classification based on ANI only","GCF_001439845.1, s__Pseudomonas_E lact...","95.99","-","-","TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,0.28,"Very low"
"5","TCS_genomes_1","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_019145495.1, s__Pseudomonas_E azer...","96.76","0.99052","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_1_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.5,"Very low"
"50","TCS_genomes_3","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E viridiflava_D","GCF_900590885.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E viridiflava_D","98.83","0.936","GCF_900590885.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E viridiflava_D","98.83","0.936","ani_screen","classification based on ANI only","GCF_002843605.1, s__Pseudomonas_E sp00...","59.44","-","Genome has more than 39.2% of markers with multiple hits","TCS_genomes_3_DRAM","k__Bacteria",5449,103,57,0,60,43,0,0,0,100,36.25,"Very high"
"51","TCS_genomes_3","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp002878485","GCF_002878485.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002878485","99.15","0.927","GCF_002878485.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002878485","99.15","0.927","ani_screen","classification based on ANI only","GCF_000633255.1, s__Pseudomonas_E sp00...","97.72","-","-","TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,2,810,1,0,0,0,99.84,0.11,"Very low"
"52","TCS_genomes_3","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp002878485","GCF_002878485.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002878485","99.23","0.92","GCF_002878485.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002878485","99.23","0.92","ani_screen","classification based on ANI only","GCF_000633255.1, s__Pseudomonas_E sp00...","97.72","-","-","TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22,"Very low"
"53","TCS_genomes_3","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E shirazensis","GCF_014268785.2","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E shirazensis","99.04","0.915","GCF_014268785.2","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E shirazensis","99.04","0.915","ani_screen","classification based on ANI only","GCF_900536025.1, s__Pseudomonas_E reid...","97.89","-","-","TCS_genomes_3_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.16,"Very low"
"54","TCS_genomes_3","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E shirazensis","GCF_014268785.2","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E shirazensis","99.06","0.922","-","-","-","-","ani_screen","classification based on ANI only","GCF_001439845.1, s__Pseudomonas_E lact...","-","-","Insufficient number of amino acids in MSA (3.1%)","TCS_genomes_3_DRAM","k__Bacteria",5449,104,58,2,4,94,4,0,0,98.12,100.2,"Very high"
"55","TCS_genomes_4","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_G","GCA_902825215.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_G","97.48","0.915","GCA_902825215.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_G","97.48","0.915","ani_screen","classification based on ANI only","GCF_900105485.1, s__Pseudomonas_E gran...","97.72","-","-","TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.43,"Very low"
"56","TCS_genomes_4","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_003732265.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E brassicacearum_D","93.76","0.851","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_006438915.1, s__Pseudomonas_E arse...","97.86","0.99665","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"57","TCS_genomes_4","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp002843605","GCF_002843605.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002843605","96.11","0.914","GCF_002843605.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002843605","96.11","0.914","ani_screen","classification based on ANI only","GCF_900590885.1, s__Pseudomonas_E viri...","97.7","-","-","TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,807,6,0,0,0,100,1.08,"Low"
"58","TCS_genomes_4","Unclassified Archaea",NA,NA,NA,NA,NA,NA,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","Insufficient number of amino acids in MSA (0.8%)","TCS_genomes_4_DRAM","root",5656,56,24,1,0,55,0,0,0,98.96,98.96,"Very high"
"59","TCS_genomes_4","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Serratia_J","Serratia_J quinivorans","GCF_900457075.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_J;s__Serratia_J quinivorans","98.77","0.95","GCF_900457075.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_J;s__Serratia_J quinivorans","98.77","0.95","ani_screen","classification based on ANI only","GCF_013337185.1, s__Serratia_J proteam...","98.21","-","-","TCS_genomes_4_DRAM","f__Enterobacteriaceae",55,546,224,0,546,0,0,0,0,100,0,"No detectable contamination"
"6","TCS_genomes_1","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_019145495.1, s__Pseudomonas_E azer...","96.76","0.99052","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_1_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.5,"Very low"
"60","TCS_genomes_4","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_021605415.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E syringae_S","89.24","0.851","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_021018765.1, s__Pseudomonas_E sp02...","97.7","0.99644","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"61","TCS_genomes_4","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E seleniipraecipitans","GCF_900102335.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E seleniipraecipitans","98.23","0.946","GCF_900102335.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E seleniipraecipitans","98.23","0.946","ani_screen","classification based on ANI only","GCF_020386635.1, s__Pseudomonas_E sp02...","99.34","-","-","TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,1,809,3,0,0,0,99.92,0.24,"Very low"
"62","TCS_genomes_4","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter mori","GCF_000211415.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter mori","97.66","0.899","GCF_000211415.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter mori","97.66","0.899","ani_screen","classification based on ANI only","GCF_000493015.1, s__Enterobacter sp000...","97.42","-","-","TCS_genomes_4_DRAM","f__Enterobacteriaceae",157,1005,324,1,1003,1,0,0,0,99.96,0.08,"Very low"
"63","TCS_genomes_4","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter calcoaceticus","GCF_000368965.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter calcoaceticus","96.39","0.896","GCF_000368965.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter calcoaceticus","96.39","0.896","ani_screen","classification based on ANI only","GCF_900520355.1, s__Acinetobacter calc...","98.73","-","-","TCS_genomes_4_DRAM","c__Gammaproteobacteria",1164,275,174,0,275,0,0,0,0,100,0,"No detectable contamination"
"64","TCS_genomes_4","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_G","GCA_902825215.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_G","96.46","0.873","GCA_902825215.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_G","96.46","0.873","ani_screen","classification based on ANI only","GCF_900105485.1, s__Pseudomonas_E gran...","97.72","-","-","TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,1,811,1,0,0,0,99.92,0.11,"Very low"
"65","TCS_genomes_4","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E shirazensis","GCF_014268785.2","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E shirazensis","97.49","0.925","GCF_014268785.2","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E shirazensis","97.49","0.925","ani_screen","classification based on ANI only","GCF_900536025.1, s__Pseudomonas_E reid...","97.91","-","-","TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.14,"Very low"
"66","TCS_genomes_4","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E shirazensis","GCF_014268785.2","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E shirazensis","99.07","0.923","GCF_014268785.2","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E shirazensis","99.07","0.923","ani_screen","classification based on ANI only","GCF_900536025.1, s__Pseudomonas_E reid...","97.89","-","-","TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.14,"Very low"
"67","TCS_genomes_4","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_900105485.1, s__Pseudomonas_E gran...","97.66","0.99977","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
